codigo,descripcion,capitulo
Y19.0,"Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y19.1,"Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y19.2,"Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y19.3,"Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y19.4,"Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y19.5,"Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y19.6,"Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y19.7,"Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y19.8,"Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y19.9,"Envenenamiento por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y20.0,"Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y20.1,"Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y20.2,"Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y20.3,"Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y20.4,"Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y20.5,"Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y20.6,"Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y20.7,"Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y20.8,"Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y20.9,"Ahorcamiento, estrangulamiento y sofocacion, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y21.0,"Ahogamiento y sumersion, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y21.1,"Ahogamiento y sumersion, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y21.2,"Ahogamiento y sumersion, de intencion no determinada: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y21.3,"Ahogamiento y sumersion, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y21.4,"Ahogamiento y sumersion, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y21.5,"Ahogamiento y sumersion, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y21.6,"Ahogamiento y sumersion, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y21.7,"Ahogamiento y sumersion, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y21.8,"Ahogamiento y sumersion, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y21.9,"Ahogamiento y sumersion, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y22.0,"Disparo de arma corta, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y22.1,"Disparo de arma corta, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y22.2,"Disparo de arma corta, de intencion no determinada: escuelas, otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y22.3,"Disparo de arma corta, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y22.4,"Disparo de arma corta, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y22.5,"Disparo de arma corta, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y22.6,"Disparo de arma corta, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y22.7,"Disparo de arma corta, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y22.8,"Disparo de arma corta, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y22.9,"Disparo de arma corta, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y23.0,"Disparo de rifle, escopeta y arma larga, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y23.1,"Disparo de rifle, escopeta y arma larga, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y23.2,"Disparo de rifle, escopeta y arma larga, de intencion no determinada: escuelas, otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y23.3,"Disparo de rifle, escopeta y arma larga, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y23.4,"Disparo de rifle, escopeta y arma larga, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y23.5,"Disparo de rifle, escopeta y arma larga, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y23.6,"Disparo de rifle, escopeta y arma larga, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y23.7,"Disparo de rifle, escopeta y arma larga, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y23.8,"Disparo de rifle, escopeta y arma larga, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y23.9,"Disparo de rifle, escopeta y arma larga, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y24.0,"Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y24.1,"Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y24.2,"Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: escuelas, otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y24.3,"Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y24.4,"Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y24.5,"Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y24.6,"Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y24.7,"Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y24.8,"Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y24.9,"Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y25.0,"Contacto traumatico con material explosivo, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y25.1,"Contacto traumatico con material explosivo, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y25.2,"Contacto traumatico con material explosivo, de intencion no determinada: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y25.3,"Contacto traumatico con material explosivo, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y25.4,"Contacto traumatico con material explosivo, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y25.5,"Contacto traumatico con material explosivo, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y25.6,"Contacto traumatico con material explosivo, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y25.7,"Contacto traumatico con material explosivo, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y25.8,"Contacto traumatico con material explosivo, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y25.9,"Contacto traumatico con material explosivo, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y26.0,"Exposicion al humo, fuego y llamas, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y26.1,"Exposicion al humo, fuego y llamas, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y26.2,"Exposicion al humo, fuego y llamas, de intencion no determinada: escuelas, otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y26.3,"Exposicion al humo, fuego y llamas, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y26.4,"Exposicion al humo, fuego y llamas, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y26.5,"Exposicion al humo, fuego y llamas, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
